filmeId,nota_media,Drama,Documentary,Romance,Action,Adventure,IMAX,Horror,War,Musical,Sci-Fi,Fantasy,Animation,Film-Noir,Crime,Mystery,Children,Comedy,Western,Thriller,class
441,3.9285714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83
457,3.9921052631578946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,170
480,3.75,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
500,3.388888888888889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
527,4.225,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
543,3.317073170731707,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,24
552,3.262295081967213,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87
553,3.8153846153846156,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,258
590,3.8353658536585367,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,251
592,3.4285714285714284,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32
593,4.161290322580645,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,221
596,3.45,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,202
608,4.116022099447513,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,30
648,3.537037037037037,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6
661,3.4489795918367347,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,202
673,2.707547169811321,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,184
733,3.6404958677685952,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
736,3.321138211382114,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229
780,3.4455445544554455,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
804,3.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
919,3.880434782608696,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,165
923,4.043478260869565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,201
940,4.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
943,3.9285714285714284,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,148
954,4.083333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
1009,3.0555555555555554,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,165
1023,3.6153846153846154,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,76
1024,3.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,76
1025,3.58,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,202
1029,3.3857142857142857,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,76
1030,2.7666666666666666,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,111
1031,3.4791666666666665,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,143
1032,3.375,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,202
1042,3.2738095238095237,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
1049,3.4761904761904763,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
1060,3.6944444444444446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
1073,3.8739495798319328,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,78
1080,3.9269662921348316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83
1089,4.202290076335878,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,189
1090,3.984126984126984,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
1092,3.1914893617021276,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,233
1097,3.7663934426229506,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,97
1127,3.475806451612903,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
1136,4.161764705882353,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,100
1196,4.2156398104265405,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
1197,4.232394366197183,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,172
1198,4.2075,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
1206,3.995833333333333,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,30
1208,4.219626168224299,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
1210,4.137755102040816,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
1213,4.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
1214,3.969178082191781,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,223
1219,4.036144578313253,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,88
1220,3.8095238095238093,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,51
1222,4.098039215686274,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
1224,4.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,46
1226,3.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
1240,3.8969465648854964,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,113
1256,3.8043478260869565,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,236
1258,4.08256880733945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,88
1265,3.944055944055944,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,228
1270,4.038011695906433,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,141
1275,3.7291666666666665,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
1278,3.9927536231884058,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,83
1282,3.7830188679245285,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,202
1291,4.046428571428572,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
1298,3.760869565217391,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,140
1348,3.53125,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
1377,3.025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91
1396,3.4782608695652173,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,127
1408,3.8333333333333335,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,253
1445,2.142857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,162
1473,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,123
1500,3.610169491525424,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,118
1517,3.535,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,132
1552,3.0338983050847457,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229
1573,3.3701298701298703,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,187
1580,3.487878787878788,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,181
1587,3.2580645161290325,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
1617,4.061855670103093,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,189
1620,3.1153846153846154,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,155
1625,3.7012987012987013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54
1644,2.109375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,195
1676,3.33125,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
1732,3.9245283018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72
1777,3.419642857142857,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105
1793,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83
1804,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29
1805,3.0161290322580645,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,155
1920,2.8333333333333335,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,227
1927,4.35,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
1954,3.828125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
1967,3.8214285714285716,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,34
2000,3.6733333333333333,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,127
2005,3.5701754385964914,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,134
2012,3.3693181818181817,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,141
2018,3.3684210526315788,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74
2028,4.1462765957446805,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
2033,3.75,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,109
2046,3.2083333333333335,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5
2048,3.5625,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,15
2054,2.7573529411764706,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,134
2058,3.35,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,248
2078,3.830188679245283,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,213
2090,3.1923076923076925,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,250
2093,3.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,165
2094,3.2564102564102564,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
2096,3.409090909090909,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,76
2099,3.4166666666666665,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,111
2105,3.34,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
2115,3.638888888888889,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
2116,3.1333333333333333,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,109
2137,3.5476190476190474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,74
2139,3.4761904761904763,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,250
2141,3.1666666666666665,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,28
2143,3.076923076923077,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34
2161,3.5813953488372094,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,165
2174,3.4725274725274726,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,138
2193,3.3375,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
2253,2.375,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,138
2268,3.789473684210526,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30
2273,3.261904761904762,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,191
2291,3.7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,148
2329,4.217054263565892,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
2338,2.0555555555555554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,195
2353,3.4925373134328357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43
2366,3.64,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,66
2387,3.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72
2389,1.8888888888888888,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,19
2395,3.544642857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
2406,3.4537037037037037,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,87
2414,3.3636363636363638,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,165
2427,3.3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122
2450,2.15625,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,264
2459,3.269230769230769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
2470,3.175438596491228,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,147
2478,3.1346153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,161
2492,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24
2502,4.090425531914893,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72
2528,3.2291666666666665,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
2529,3.8035714285714284,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97
2542,4.052238805970149,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,191
2571,4.192446043165468,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,113
2580,3.9615384615384617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,72
2596,3.7916666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,128
2616,2.8846153846153846,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91
2617,3.1206896551724137,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,157
2628,3.107142857142857,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21
2640,3.6065573770491803,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
2641,3.020408163265306,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,41
2644,3.3333333333333335,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
2648,3.909090909090909,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,217
2654,3.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,133
2657,3.3412698412698414,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,234
2692,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210
2700,3.861842105263158,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,254
2716,3.775,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,181
2761,4.051282051282051,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,263
2797,3.71978021978022,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,261
2826,2.9038461538461537,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66
2858,4.056372549019608,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2872,3.64,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34
2899,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,111
2916,3.653409090909091,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
2944,3.96875,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
2947,3.839622641509434,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2948,3.75,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2949,3.712121212121212,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2959,4.272935779816514,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,187
2985,3.3714285714285714,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,120
2987,3.5721649484536084,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,184
2991,3.6956521739130435,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2993,3.4791666666666665,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
2997,3.9545454545454546,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,190
3033,3.483050847457627,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75
3034,3.513888888888889,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,28
3052,3.6455696202531644,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,59
3053,3.909090909090909,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
3062,4.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
3147,4.148648648648648,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
3168,3.603448275862069,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
3176,3.336734693877551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54
3243,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14
3247,3.0277777777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,33
3253,3.4754098360655736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
3273,2.6724137931034484,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,58
3386,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54
3439,2.6923076923076925,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,227
3440,2.0714285714285716,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,53
3441,3.4285714285714284,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,122
3448,3.802325581395349,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,160
3450,3.293103448275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
3479,3.3333333333333335,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34
3489,3.358490566037736,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,59
3527,3.581967213114754,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,113
3578,3.9382352941176473,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
3617,3.0853658536585367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,161
3639,3.5833333333333335,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
3671,3.935483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,83
3702,3.486842105263158,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
3703,4.0375,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
3729,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,187
3740,3.857142857142857,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,172
3744,2.6578947368421053,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,26
3793,3.699248120300752,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252
3809,3.2714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
4006,3.357142857142857,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,111
5060,3.9347826086956523,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,160
318,4.429022082018927,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40
1704,4.078014184397163,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
6874,3.9618320610687023,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,32
8798,3.7613636363636362,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,187
46970,3.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,256
48516,4.252336448598131,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30
58559,4.238255033557047,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,123
60756,3.5535714285714284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
68157,4.136363636363637,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152
71535,3.8773584905660377,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,51
74458,4.022388059701493,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,54
77455,4.038461538461538,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95
79132,4.066433566433567,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,238
80489,3.9545454545454546,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30
80906,4.291666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
86345,4.055555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,83
89774,3.727272727272727,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91529,3.9934210526315788,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,186
91658,3.488095238095238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45
99114,3.943661971830986,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,258
106782,3.9166666666666665,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,117
109487,3.993150684931507,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,119
112552,4.0394736842105265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
114060,2.8333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,85
115713,3.9107142857142856,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,211
122882,3.8191489361702127,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
131724,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
31,3.1842105263157894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
647,3.3275862068965516,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,127
688,2.3333333333333335,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,132
720,4.092592592592593,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100
849,2.9204545454545454,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,63
914,4.042857142857143,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,216
1093,3.4054054054054053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
1124,3.6538461538461537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1263,3.8255813953488373,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
1272,4.121212121212121,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23
1302,3.517857142857143,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,133
1371,3.0444444444444443,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17
2080,3.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,213
2288,3.933333333333333,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,175
